image_fn,label_fn,group
/archive/cold0/tanrui/IEEEData/3871_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3871_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3870_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3870_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3870_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3870_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3972_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3972_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3972_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3972_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3971_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3971_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3971_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3971_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3970_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3970_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3970_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3970_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3969_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3969_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3969_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3969_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3976_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3976_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3976_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3976_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3975_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3975_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3975_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3975_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3974_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3974_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3974_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3974_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3973_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3973_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3973_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3973_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3964_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3964_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3964_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3964_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3963_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3963_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3963_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3963_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3962_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3962_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3962_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3962_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3961_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3961_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3961_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3961_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3968_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3968_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3968_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3968_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3967_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3967_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3967_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3967_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3966_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3966_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3966_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3966_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3965_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3965_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3965_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3965_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3997_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3997_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3997_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3997_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3985_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3985_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3985_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3985_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4001_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4001_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4001_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4001_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4000_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4000_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4000_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4000_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3999_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3999_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3999_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3999_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3998_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3998_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3998_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3998_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3980_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3980_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3980_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3980_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3979_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3979_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3979_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3979_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3978_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3978_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3978_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3978_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3977_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3977_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3977_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3977_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3984_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3984_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3984_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3984_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3983_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3983_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3983_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3983_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3982_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3982_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3982_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3982_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3981_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3981_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3981_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3981_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3930_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3930_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3930_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3930_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3929_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3929_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3929_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3929_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3928_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3928_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3928_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3928_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3927_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3927_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3927_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3927_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3944_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3944_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3944_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3944_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3943_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3943_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3943_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3943_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3931_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3931_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3931_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3931_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3922_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3922_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3922_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3922_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3921_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3921_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3921_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3921_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3920_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3920_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3920_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3920_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3919_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3919_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3919_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3919_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3926_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3926_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3926_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3926_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3925_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3925_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3925_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3925_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3924_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3924_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3924_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3924_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3923_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3923_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3923_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3923_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3956_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3956_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3956_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3956_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3960_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3960_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3960_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3960_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3959_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3959_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3959_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3959_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3958_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3958_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3958_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3958_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3957_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3957_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3957_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3957_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3948_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3948_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3948_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3948_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3947_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3947_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3947_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3947_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3946_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3946_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3946_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3946_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3945_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3945_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3945_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3945_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3951_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3951_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3951_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3951_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3950_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3950_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3950_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3950_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3949_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3949_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3949_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3949_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4321_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4321_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4321_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4321_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4319_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4319_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4319_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4319_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4318_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4318_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4318_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4318_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4325_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4325_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4325_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4325_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4324_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4324_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4324_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4324_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4323_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4323_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4323_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4323_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4322_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4322_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4322_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4322_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4313_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4313_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4313_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4313_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4312_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4312_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4312_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4312_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4311_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4311_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4311_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4311_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4310_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4310_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4310_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4310_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4317_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4317_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4317_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4317_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4316_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4316_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4316_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4316_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4315_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4315_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4315_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4315_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4314_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4314_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4314_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4314_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4337_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4337_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4337_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4337_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4336_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4336_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4336_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4336_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4335_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4335_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4335_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4335_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4334_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4334_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4334_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4334_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4341_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4341_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4341_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4341_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4340_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4340_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4340_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4340_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4339_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4339_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4339_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4339_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4338_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4338_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4338_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4338_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4329_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4329_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4329_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4329_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4328_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4328_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4328_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4328_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4327_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4327_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4327_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4327_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4326_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4326_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4326_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4326_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4333_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4333_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4333_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4333_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4332_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4332_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4332_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4332_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4331_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4331_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4331_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4331_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4330_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4330_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4330_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4330_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4289_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4289_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4289_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4289_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4288_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4288_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4288_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4288_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4287_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4287_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4287_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4287_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4286_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4286_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4286_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4286_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4293_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4293_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4293_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4293_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4292_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4292_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4292_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4292_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4291_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4291_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4291_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4291_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4290_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4290_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4290_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4290_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4281_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4281_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4281_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4281_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4280_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4280_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4280_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4280_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4279_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4279_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4279_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4279_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4278_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4278_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4278_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4278_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4285_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4285_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4285_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4285_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4284_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4284_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4284_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4284_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4283_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4283_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4283_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4283_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4282_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4282_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4282_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4282_nlcd-2016.tif,1
